,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
57,1,2,-0.9237993849488977,0.006689172101598107,-0.3578120516567437,-0.3727347507001652,2,0,0.964331156694087,-0.11069308808147628,1
58,2,2,0.828376754911928,1.4215777095146467,-1.4397684420017176,-0.3727347507001652,0,1,1.7048529232260028,-1.3862977422863236,1
59,4,2,-0.04771131501848488,-1.4081993653114504,-1.2525067590573953,-0.3727347507001652,0,0,0.22380939016217122,-1.0462995698328743,1
60,3,2,-0.9237993849488977,-1.4081993653114504,0.22477985083670385,-0.3727347507001652,1,0,3.1241863090788415,-0.5136765334894314,1
61,4,2,-0.9237993849488977,0.006689172101598107,-0.6491080029034674,-0.3727347507001652,2,1,2.3836645425469256,-1.5141028107085734,1
62,0,2,0.828376754911928,-1.4081993653114504,-2.188815173779007,1.5973322954080122,2,1,3.0007660146568553,-1.4321608051172745,1
63,1,2,-0.9237993849488977,-1.4081993653114504,-0.690721710224428,-0.3727347507001652,2,1,2.9390558674458624,-1.0725943925226196,1
64,2,2,-0.04771131501848488,1.4215777095146467,1.0570539972559145,-1.0294237660695578,0,1,2.1985341009139465,-0.3601881498818491,1
65,4,2,-0.9237993849488977,-0.7007550966049262,-0.17055036871242124,-0.3727347507001652,1,1,2.1985341009139465,-0.46047538060552834,1
66,3,2,-0.9237993849488977,-0.7007550966049262,-2.105587759137086,-0.3727347507001652,2,0,0.10038909574018526,-1.1765506682727749,1
67,4,2,-0.9237993849488977,0.006689172101598107,-1.0860519297735531,-0.3727347507001652,1,0,-0.4550022291587516,-1.0738174075314448,1
68,0,2,-0.04771131501848488,-0.7007550966049262,0.4328483874415065,0.28395426466922724,2,0,-0.4550022291587516,-0.6861216497338067,1
69,1,2,-0.9237993849488977,1.4215777095146467,-0.08732295407050017,-0.3727347507001652,2,1,1.5814326288040168,-0.4311230203937198,1
70,2,2,0.828376754911928,-1.4081993653114504,-0.4826531736196253,0.28395426466922724,0,1,0.03867894852919228,0.1314638836659444,1
71,4,2,0.828376754911928,1.4215777095146467,0.41204153378102626,-1.0294237660695578,1,0,-0.7018428180027235,-0.8591782734825947,1
72,3,2,0.828376754911928,1.4215777095146467,0.4536552411019868,-0.3727347507001652,2,0,1.2111717455380588,-0.38892900258924495,1
73,4,2,-0.04771131501848488,1.4215777095146467,0.09993872887382224,-0.3727347507001652,2,0,0.47064997900614314,0.214017396761656,1
74,0,2,1.7044648248423406,-1.4081993653114504,0.5784963630648684,1.5973322954080122,1,0,-0.023031198681800702,-0.7289271750426942,1
75,1,2,-0.04771131501848488,-1.4081993653114504,1.161088265558316,-0.3727347507001652,1,0,0.5940702734281291,0.08621232833940619,1
76,2,2,-1.7998874548793105,0.006689172101598107,-1.0860519297735531,-1.0294237660695578,2,0,1.3963021871710377,-1.1288530829285859,1
77,4,2,-0.9237993849488977,0.006689172101598107,-2.022360344495165,-0.3727347507001652,1,0,1.8282732176479888,-1.293960109120009,1
78,3,2,-0.9237993849488977,0.7141334408081224,0.26639355815766436,-0.3727347507001652,1,1,0.2855195373731642,0.19872970915133903,1
79,4,2,-0.9237993849488977,1.4215777095146467,0.9738265826139935,-1.0294237660695578,2,0,2.6305051313908976,0.04707584805699477,1
80,0,2,-0.9237993849488977,0.7141334408081224,-0.6283011492429872,-1.0294237660695578,2,0,2.1985341009139465,-1.0346809272490334,1
81,1,2,-1.7998874548793105,1.4215777095146467,-1.62703012494604,-0.3727347507001652,1,1,0.2855195373731642,-1.1465868005565536,1
82,2,2,-0.04771131501848488,0.7141334408081224,0.14155243619478278,-0.3727347507001652,0,0,0.7792007150611081,-0.4641444256320044,1
83,4,2,0.828376754911928,1.4215777095146467,-1.002824515131632,-0.3727347507001652,0,0,1.0877514511160729,-1.3881322647995615,1
84,3,2,-0.04771131501848488,1.4215777095146467,-0.2745846370148226,-1.0294237660695578,2,0,1.6431427760150097,-0.5650431638600963,1
85,4,2,-0.9237993849488977,0.7141334408081224,-0.2745846370148226,-0.3727347507001652,2,1,-0.023031198681800702,-0.9087103813400217,1
86,0,2,-0.04771131501848488,-1.4081993653114504,-0.5242668809405858,-1.0294237660695578,1,1,1.8899833648589817,-0.4427416629775607,1
87,1,2,1.7044648248423406,-0.7007550966049262,1.4107705094840792,-0.3727347507001652,2,0,-0.6401326707917305,-0.4036051826951493,1
88,2,2,-0.9237993849488977,0.006689172101598107,0.39123468012054596,-0.3727347507001652,1,1,2.1985341009139465,-0.7919124479972001,1
89,4,2,-0.04771131501848488,-1.4081993653114504,-0.5034600272801055,0.28395426466922724,2,0,2.6922152786018905,0.15042061630273743,1
90,3,2,0.828376754911928,0.006689172101598107,-0.7531422712058687,1.5973322954080122,0,0,1.7048529232260028,-1.5587428585306988,1
91,4,2,0.828376754911928,1.4215777095146467,1.5772253387679214,-0.3727347507001652,1,0,0.2855195373731642,-0.28803026436115303,1
92,0,2,-0.04771131501848488,0.7141334408081224,-0.7323354175453884,-1.0294237660695578,2,0,-0.3932920819477586,-1.495757585576193,1
93,1,2,-0.9237993849488977,0.006689172101598107,0.1831661435157433,-0.3727347507001652,2,0,0.22380939016217122,-0.15105258337271305,1
94,2,2,-0.04771131501848488,-1.4081993653114504,0.0583250215528617,0.28395426466922724,0,0,1.3345920399600448,-0.7894664179795494,1
95,4,2,-1.7998874548793105,0.006689172101598107,0.5160758020834276,-0.3727347507001652,1,1,2.6922152786018905,-0.9784222368430671,1
96,3,2,-0.9237993849488977,0.006689172101598107,-1.2733136127178755,-1.0294237660695578,2,1,0.2855195373731642,-1.4731318079129239,1
97,4,2,-0.04771131501848488,-1.4081993653114504,1.2651225338607173,-1.0294237660695578,2,0,-0.3315819347367656,-0.753998982723614,1
98,0,2,-0.9237993849488977,1.4215777095146467,-1.3773478810202768,0.28395426466922724,2,1,-0.5167123763697445,-1.547124215946858,1
99,1,2,-0.04771131501848488,-0.7007550966049262,-1.3565410273597964,-1.0294237660695578,2,1,0.47064997900614314,-1.233420866183154,1
100,2,2,0.828376754911928,0.006689172101598107,-1.398154734680757,-1.0294237660695578,2,1,2.8156355730238762,-1.0988892152123646,1
101,4,2,0.828376754911928,1.4215777095146467,0.3496209727995854,0.28395426466922724,1,1,2.4453746897579185,-0.6176328092395867,1
102,3,2,-1.7998874548793105,-1.4081993653114504,0.0583250215528617,-0.3727347507001652,1,1,0.964331156694087,-0.5515899987630175,1
103,4,2,0.828376754911928,-1.4081993653114504,-1.3773478810202768,0.28395426466922724,1,1,1.4580123343820308,-1.208349058502234,1
104,0,2,-0.9237993849488977,0.006689172101598107,0.16235928985526304,-0.3727347507001652,1,1,-0.6401326707917305,-0.8432790783678651,1
105,1,2,-0.04771131501848488,-0.7007550966049262,-1.3773478810202768,-0.3727347507001652,2,1,2.8156355730238762,-1.2511545838111215,1
106,2,2,-0.9237993849488977,-1.4081993653114504,0.5784963630648684,-0.3727347507001652,1,1,0.22380939016217122,-0.6176328092395867,1
107,4,2,-0.04771131501848488,1.4215777095146467,0.12074558253430251,-0.3727347507001652,0,1,0.7792007150611081,-0.9668035942592261,1
108,3,2,-0.04771131501848488,1.4215777095146467,0.5784963630648684,-0.3727347507001652,0,0,2.5687949841799047,-0.23054855894636125,1
109,4,2,-0.04771131501848488,-1.4081993653114504,-1.4397684420017176,-0.3727347507001652,2,1,2.0751138064919608,-1.457844120302607,1
110,0,1,-0.9237993849488977,-1.4081993653114504,-1.0860519297735531,-1.0294237660695578,1,1,-0.7018428180027235,-1.4370528651525758,1
111,1,1,-0.04771131501848488,-0.7007550966049262,0.5993032167253487,-0.3727347507001652,1,0,3.1858964562898344,0.027507607915789056,1
112,2,1,-0.04771131501848488,0.006689172101598107,-0.7323354175453884,-1.0294237660695578,1,1,0.7174905678501151,-1.111730872805031,1
113,4,1,-0.9237993849488977,-0.7007550966049262,1.0986677045768751,-0.3727347507001652,1,1,1.7048529232260028,-0.4996118608879398,1
114,3,1,-0.9237993849488977,1.4215777095146467,-0.8779833931687504,-1.0294237660695578,0,1,2.2602442481249394,-1.2340323736875667,1
115,4,1,-0.9237993849488977,0.7141334408081224,-0.7115285638849083,-0.3727347507001652,0,1,1.3963021871710377,-1.1343566504683,1
116,0,1,-0.04771131501848488,-1.4081993653114504,-1.2525067590573953,0.28395426466922724,0,1,2.8773457202348696,-1.5960448162998724,1
117,1,1,-0.04771131501848488,0.006689172101598107,1.1402814118978357,-1.0294237660695578,2,0,1.0877514511160729,-0.7998620455545649,1
118,2,1,-1.7998874548793105,1.4215777095146467,1.0986677045768751,-0.3727347507001652,1,0,-0.5167123763697445,-0.42011588531429156,1
119,4,1,0.828376754911928,-1.4081993653114504,-1.3565410273597964,-0.3727347507001652,1,1,0.4089398317951502,-1.37406759219807,1
120,3,1,-0.04771131501848488,-0.7007550966049262,-0.5658805882615463,-0.3727347507001652,1,0,1.2111717455380588,-0.5460864312233034,1
121,4,1,-0.9237993849488977,0.006689172101598107,-0.10812980773098044,-0.3727347507001652,2,0,0.3472296845841572,-0.8970917387561808,1
122,0,1,-0.04771131501848488,-0.7007550966049262,-1.0444382224525925,-0.3727347507001652,1,1,3.1241863090788415,-1.1741046382551241,1
123,1,1,-0.9237993849488977,0.006689172101598107,0.8697923143115922,-1.0294237660695578,2,0,2.1368239537029536,-0.9368397265430048,1
124,2,1,0.828376754911928,1.4215777095146467,0.24558670449718412,-0.3727347507001652,1,1,-0.20816164031477966,-0.8279913907575481,1
125,4,1,-0.9237993849488977,0.006689172101598107,-0.14974351505194097,-1.0294237660695578,1,1,0.7174905678501151,-0.016520932401923795,1
126,3,1,-0.04771131501848488,1.4215777095146467,0.20397299717622358,-0.3727347507001652,2,1,1.6431427760150097,-0.07216811530347754,1
127,4,1,-0.9237993849488977,0.006689172101598107,-1.314927320038836,0.28395426466922724,1,0,2.8773457202348696,-1.1692125782198226,1
128,0,1,-0.04771131501848488,0.7141334408081224,-0.21216407603338178,0.28395426466922724,2,1,0.16209924295117825,-0.9625230417283374,1
129,1,1,-0.04771131501848488,1.4215777095146467,0.28720041181814465,0.28395426466922724,2,1,0.47064997900614314,-0.9833142968783685,1
130,2,1,-0.9237993849488977,1.4215777095146467,-0.6491080029034674,-1.0294237660695578,1,0,0.22380939016217122,-1.3881322647995615,1
131,4,1,-0.9237993849488977,0.7141334408081224,-1.3773478810202768,-0.3727347507001652,1,1,2.2602442481249394,-1.0817670050888097,1
132,3,0,0.828376754911928,-0.7007550966049262,0.7657580460091908,-0.3727347507001652,1,1,0.22380939016217122,0.15592418384245155,1
133,4,0,0.828376754911928,0.7141334408081224,1.4523842168050396,1.5973322954080122,2,0,2.3219543953359327,-0.03180862001224075,1
134,0,0,-0.9237993849488977,0.006689172101598107,-0.8779833931687504,-1.0294237660695578,2,0,-0.7635529652137165,-1.1037812752476661,1
135,1,0,-0.9237993849488977,1.4215777095146467,-1.1068587834340333,-0.3727347507001652,2,0,-0.5784225235807375,-1.0670908249829054,1
136,2,0,-0.9237993849488977,0.006689172101598107,-0.44103946629866475,0.28395426466922724,2,0,2.3219543953359327,-0.872019931075261,1
137,4,0,-0.9237993849488977,1.4215777095146467,-1.002824515131632,-1.0294237660695578,2,1,-0.3932920819477586,-1.1588169506448072,1
138,3,0,-0.04771131501848488,-1.4081993653114504,-0.0665161004100199,0.9406432800386197,1,1,2.1368239537029536,-0.7552219977324394,1
139,4,0,0.828376754911928,-1.4081993653114504,0.5576895094043881,-1.0294237660695578,1,0,-0.20816164031477966,0.13819046621448386,1
140,0,0,-0.04771131501848488,0.7141334408081224,1.1194745582373553,-0.3727347507001652,0,1,2.8156355730238762,-0.9869833419048445,1
141,1,0,0.828376754911928,0.7141334408081224,-1.2733136127178755,-0.3727347507001652,1,1,2.3219543953359327,-1.216298656059599,1
142,2,0,0.828376754911928,1.4215777095146467,-1.002824515131632,-0.3727347507001652,1,1,1.7048529232260028,-1.3282045293671192,1
143,4,0,-1.7998874548793105,-1.4081993653114504,-0.10812980773098044,0.28395426466922724,2,0,3.062476161867848,-0.9038183213047203,1
144,3,0,-1.7998874548793105,-1.4081993653114504,-1.0860519297735531,-0.3727347507001652,2,0,2.3219543953359327,-1.2805069440229302,1
145,4,0,-1.7998874548793105,-0.7007550966049262,0.7865648996696711,-1.0294237660695578,1,1,2.0134036592809674,0.04462981803934405,1
146,0,0,-0.9237993849488977,1.4215777095146467,-0.3994257589777042,-0.3727347507001652,1,1,0.5940702734281291,0.07092464072908923,1
147,1,0,-0.04771131501848488,0.006689172101598107,-1.3357341736993162,0.28395426466922724,2,0,0.6557804206391221,-1.094608662681476,1
148,2,0,-0.9237993849488977,0.006689172101598107,-1.5646095639645992,-0.3727347507001652,1,1,2.6305051313908976,-1.311082319243564,1
149,4,0,0.828376754911928,-1.4081993653114504,-1.2733136127178755,-0.3727347507001652,1,1,1.6431427760150097,-1.5728075311321905,1
150,3,0,-0.04771131501848488,0.7141334408081224,0.20397299717622358,-1.0294237660695578,2,0,-0.3932920819477586,-0.6622728570617122,1
151,4,0,0.828376754911928,0.006689172101598107,-2.334463149402369,0.9406432800386197,2,1,1.8899833648589817,-1.446225477718766,1
152,0,0,-0.9237993849488977,0.7141334408081224,-2.3552700030628495,0.28395426466922724,1,1,1.149461598327066,-1.4651822103555592,1
153,1,0,-0.9237993849488977,0.006689172101598107,-0.5658805882615463,-1.0294237660695578,1,1,2.4453746897579185,0.18221900653219672,1
154,2,2,-0.9237993849488977,0.006689172101598107,-1.002824515131632,-0.3727347507001652,2,0,-0.3315819347367656,-1.079320975071159,1
155,4,2,0.828376754911928,-1.4081993653114504,-2.001553490834685,0.28395426466922724,1,0,2.0751138064919608,-1.33982317195096,1
156,3,2,1.7044648248423406,0.006689172101598107,1.3483499485026382,0.9406432800386197,1,1,1.7048529232260028,-0.6989633073264729,1
157,4,2,-0.9237993849488977,-0.7007550966049262,-0.14974351505194097,-1.0294237660695578,2,0,1.5814326288040168,0.12901785364829368,1
158,0,2,0.828376754911928,1.4215777095146467,-0.10812980773098044,-1.0294237660695578,0,1,3.1858964562898344,0.022615547880487627,1
159,1,2,-0.9237993849488977,0.006689172101598107,-1.2733136127178755,-0.3727347507001652,1,0,3.062476161867848,-1.0322348972313828,1
160,2,2,-1.7998874548793105,-0.7007550966049262,-2.043167198155645,0.28395426466922724,2,1,2.6305051313908976,-1.526332960796827,1
161,4,2,-0.9237993849488977,-1.4081993653114504,-0.0665161004100199,-0.3727347507001652,2,0,2.6305051313908976,-0.0929593704535086,1
162,3,2,-0.04771131501848488,-1.4081993653114504,1.0570539972559145,0.28395426466922724,1,0,2.7539254258128834,-0.1265922831962059,1
163,4,2,0.828376754911928,-0.7007550966049262,1.327543094842158,-0.3727347507001652,2,1,-0.4550022291587516,-0.1583906734256652,1
164,0,2,-0.9237993849488977,1.4215777095146467,-1.4397684420017176,-1.0294237660695578,1,1,2.3836645425469256,-1.187557803352203,1
165,1,2,-0.9237993849488977,0.006689172101598107,-0.9195971004897109,0.28395426466922724,2,0,0.22380939016217122,-1.3061902592082626,1
166,2,2,0.828376754911928,-0.7007550966049262,-1.4397684420017176,-0.3727347507001652,0,0,1.272881892749052,-1.598490846317523,1
167,4,2,-0.04771131501848488,1.4215777095146467,-1.2108930517364347,-0.3727347507001652,1,1,1.8282732176479888,-1.1771621757771875,1
168,3,2,-0.04771131501848488,-0.7007550966049262,0.8281786069906316,-0.3727347507001652,1,0,2.4453746897579185,-0.7069129048838377,1
169,4,2,-0.04771131501848488,0.006689172101598107,-1.0236313687921121,-0.3727347507001652,2,0,0.9026210094830941,-1.1160114253359197,1
170,0,2,-0.04771131501848488,0.006689172101598107,-0.5242668809405858,-0.3727347507001652,2,0,-0.20816164031477966,-0.8383870183325637,1
171,1,2,-0.04771131501848488,0.7141334408081224,-0.7115285638849083,0.28395426466922724,0,0,2.3836645425469256,-1.5520162759821594,1
172,2,2,-0.9237993849488977,0.7141334408081224,-1.2941204663783556,-0.3727347507001652,1,1,2.6305051313908976,-1.2743918689788034,1
173,4,2,-0.9237993849488977,-0.7007550966049262,1.244315680200237,-0.3727347507001652,1,0,3.062476161867848,-0.5399713561791766,1
174,3,2,-0.9237993849488977,0.006689172101598107,0.6617237777067895,-0.3727347507001652,1,0,2.3219543953359327,0.18405352904543473,1
175,4,2,-0.04771131501848488,0.7141334408081224,-1.2525067590573953,-1.0294237660695578,2,1,-0.6401326707917305,-1.4364413576481632,1
176,0,2,-0.04771131501848488,1.4215777095146467,-0.3786189053172239,-0.3727347507001652,0,1,0.4089398317951502,0.145528556267436,1
177,1,2,-0.04771131501848488,1.4215777095146467,-1.9599397835137242,-0.3727347507001652,2,1,2.5070848369689114,-1.4187076400201954,1
178,2,2,-0.9237993849488977,0.006689172101598107,-0.3786189053172239,-0.3727347507001652,2,0,-0.7018428180027235,0.22074397931019546,1
179,4,2,0.828376754911928,1.4215777095146467,0.932212875293033,0.28395426466922724,2,1,-0.6401326707917305,-0.1186426856388411,1
180,3,2,-0.04771131501848488,-1.4081993653114504,-1.0236313687921121,2.2540213107774045,2,0,0.2855195373731642,-1.430937790108449,1
181,4,2,-0.04771131501848488,1.4215777095146467,-1.1068587834340333,-0.3727347507001652,1,1,0.4089398317951502,-1.3129168417568022,1
182,0,2,-0.9237993849488977,-0.7007550966049262,-0.9612108078106715,4.224088356885582,0,0,0.9026210094830941,-1.0359039422578589,1
183,1,2,-0.9237993849488977,1.4215777095146467,-1.002824515131632,2.2540213107774045,2,0,0.16209924295117825,-1.5789226061763173,1
184,2,2,-0.9237993849488977,0.006689172101598107,-1.3357341736993162,-1.0294237660695578,1,1,2.2602442481249394,-1.3135283492612149,1
185,4,2,-0.9237993849488977,-0.7007550966049262,-0.02490239308905937,-0.3727347507001652,2,1,2.5070848369689114,-0.38709448007600694,1
186,3,2,0.828376754911928,0.7141334408081224,-1.5854164176250796,-1.0294237660695578,2,0,2.5687949841799047,-1.3746790997024827,1
187,4,2,-1.7998874548793105,-1.4081993653114504,0.24558670449718412,-1.0294237660695578,2,1,-0.5167123763697445,0.08804685085264423,1
188,0,2,-1.7998874548793105,1.4215777095146467,-1.4813821493226782,-0.3727347507001652,1,0,0.8409108622721011,-1.4682397478776226,1
189,1,2,-1.7998874548793105,0.7141334408081224,-1.5854164176250796,-0.3727347507001652,1,0,1.7665630704369957,-1.356945382074515,1
190,2,2,-1.7998874548793105,1.4215777095146467,-1.6686438322670005,-0.3727347507001652,1,1,0.16209924295117825,-1.5544623059998102,1
191,4,2,-1.7998874548793105,1.4215777095146467,-1.6062232712855598,-0.3727347507001652,1,0,3.0007660146568553,-1.2462625237758203,1
192,3,2,-1.7998874548793105,0.7141334408081224,-1.4605752956621978,-0.3727347507001652,1,0,-0.3932920819477586,-1.3593914120921657,1
193,4,2,-1.7998874548793105,-0.7007550966049262,-1.0860519297735531,-0.3727347507001652,1,1,0.9026210094830941,-1.0187817321343038,1
194,0,2,-0.04771131501848488,-0.7007550966049262,1.244315680200237,0.28395426466922724,1,0,2.0134036592809674,-1.1606514731580453,1
195,1,2,-1.7998874548793105,1.4215777095146467,-1.4605752956621978,-0.3727347507001652,1,0,1.02604130390508,-1.5923757712733961,1
196,2,2,-1.7998874548793105,-0.7007550966049262,-1.5646095639645992,-0.3727347507001652,1,1,0.10038909574018526,-1.4034199524098785,1
197,4,2,-1.7998874548793105,0.006689172101598107,-1.543802710304119,-0.3727347507001652,1,0,0.3472296845841572,-1.2633847338993751,1
198,3,2,-1.7998874548793105,0.006689172101598107,-1.4189615883412374,-0.3727347507001652,2,0,1.5197224815930237,2.4496888328944086,1
