,num__Customer_care_calls,num__Customer_rating,num__Cost_of_the_Product,num__Prior_purchases,num__Discount_offered,num__Weight_in_gms,cat__Warehouse_block,cat__Mode_of_Shipment,cat__Product_importance,cat__Gender,Reached.on.Time_Y.N
6011,2.5463753660805932,-1.4161962781816433,1.3521658570007657,0.2683049461214632,-0.3299160279206772,-1.259705097049281,4.0,1.0,1.0,0.0,1
4617,-0.05876424369808559,0.709616774210728,-0.8819515021726059,0.2683049461214632,-0.5769519644078678,0.6427418790374151,1.0,2.0,2.0,0.0,0
4372,-0.9271441136243118,0.0010124234132708424,-0.42685352160025236,-0.385391186849785,-0.7004699326514631,0.5157492695938872,2.0,1.0,2.0,1.0,1
5894,-0.05876424369808559,0.0010124234132708424,-1.419794570121751,-1.0390873198210333,-0.5151929802860702,1.147049068462194,0.0,0.0,1.0,0.0,1
6434,-0.05876424369808559,-0.7075919273841863,0.5660875269212461,-1.0390873198210333,-0.26815704379887956,0.8020931822333803,0.0,0.0,2.0,0.0,0
3519,-0.05876424369808559,0.0010124234132708424,0.8763816045842143,0.2683049461214632,-0.5769519644078678,0.7599658262160562,1.0,2.0,0.0,1.0,1
6051,1.6779954961543668,1.418221125008185,-0.9440103177051995,1.5756972120639596,-0.4534339961642725,-1.278631880187499,1.0,2.0,1.0,0.0,1
5198,0.8096156262281407,1.418221125008185,1.2487344977797763,0.2683049461214632,-0.4534339961642725,0.5639820395267656,0.0,1.0,0.0,0.0,1
10611,0.8096156262281407,0.0010124234132708424,1.0625580511819954,0.9220010790927115,-0.39167501204247485,0.3258708968201509,1.0,2.0,1.0,1.0,0
6751,-0.9271441136243118,1.418221125008185,-2.1024415409802812,-1.0390873198210333,-0.7004699326514631,1.437666770842575,4.0,2.0,0.0,1.0,1
664,-0.05876424369808559,1.418221125008185,-0.2820496186908672,-0.385391186849785,1.2758175592460619,0.09813895776997841,2.0,1.0,1.0,0.0,1
10697,-1.795523983550538,1.418221125008185,-1.1095004924587826,-0.385391186849785,-0.5769519644078678,0.7721766540471646,4.0,0.0,2.0,0.0,0
2889,-0.05876424369808559,0.0010124234132708424,-1.2749906672123656,-0.385391186849785,0.22591482917550165,-0.9971722986804492,1.0,0.0,2.0,1.0,1
9443,0.8096156262281407,-0.7075919273841863,0.9798129638052038,0.9220010790927115,-0.6387109485296655,-1.0985221696786494,4.0,1.0,1.0,1.0,0
2970,-0.05876424369808559,0.0010124234132708424,-0.5509711526654397,-0.385391186849785,1.4610945116114546,-0.11432944649130855,3.0,2.0,1.0,0.0,1
10051,1.6779954961543668,-1.4161962781816433,-2.0196964536034896,-1.0390873198210333,-0.39167501204247485,0.9834239755253408,4.0,2.0,2.0,0.0,1
5730,-0.9271441136243118,0.0010124234132708424,-0.5716574245096375,-1.0390873198210333,-0.4534339961642725,0.8497154107747033,3.0,1.0,1.0,1.0,0
4467,-1.795523983550538,0.0010124234132708424,-0.7164613274190228,-0.385391186849785,-0.4534339961642725,0.8442205382507045,1.0,2.0,1.0,0.0,0
10877,-0.05876424369808559,0.709616774210728,-1.2336181235239698,-1.0390873198210333,-0.3299160279206772,1.2825892573874977,4.0,2.0,1.0,1.0,0
10570,0.8096156262281407,-1.4161962781816433,1.0625580511819954,-1.0390873198210333,-0.5769519644078678,1.3051792888750484,2.0,2.0,2.0,1.0,0
3894,-1.795523983550538,0.0010124234132708424,-0.2820496186908672,-0.385391186849785,-0.39167501204247485,0.6158780578089765,3.0,2.0,1.0,0.0,0
8824,0.8096156262281407,-0.7075919273841863,0.8970678764284122,1.5756972120639596,-0.5151929802860702,-1.0612791447937686,2.0,2.0,1.0,1.0,0
675,-0.05876424369808559,0.709616774210728,0.3385385366350694,-0.385391186849785,-0.7622289167732608,-0.5264448857912186,1.0,1.0,2.0,0.0,1
8171,-0.05876424369808559,-0.7075919273841863,0.2764797211024757,-0.385391186849785,-0.26815704379887956,0.777060985179608,4.0,2.0,1.0,0.0,0
4580,-0.9271441136243118,-1.4161962781816433,0.5454012550770482,-1.0390873198210333,-0.26815704379887956,0.612214809459644,0.0,2.0,1.0,1.0,1
7050,-0.9271441136243118,-0.7075919273841863,0.2557934492582778,-1.0390873198210333,-0.20639805967708189,0.5987828988454247,3.0,2.0,1.0,0.0,0
8294,-0.05876424369808559,-1.4161962781816433,-1.378422026433355,0.2683049461214632,-0.3299160279206772,0.8222410481547093,0.0,2.0,1.0,1.0,0
4954,-0.05876424369808559,0.709616774210728,0.007558187127903205,-0.385391186849785,-0.5151929802860702,0.7257755082889525,2.0,2.0,2.0,1.0,0
8630,2.5463753660805932,-1.4161962781816433,0.8970678764284122,0.2683049461214632,-0.4534339961642725,-1.4312672280763545,0.0,0.0,2.0,1.0,1
3035,0.8096156262281407,-0.7075919273841863,-0.5509711526654397,-1.0390873198210333,0.8435046703934781,-0.21201606914017612,4.0,2.0,2.0,1.0,1
1962,-1.795523983550538,-1.4161962781816433,-0.9440103177051995,0.2683049461214632,2.6962741940474078,-1.0637213103599903,3.0,2.0,1.0,0.0,1
1840,-1.795523983550538,0.0010124234132708424,1.31079331331237,-0.385391186849785,0.6582277180280852,0.12561332038997242,2.0,2.0,0.0,0.0,1
10867,-0.05876424369808559,0.0010124234132708424,-0.32342216237926297,-0.385391186849785,-0.39167501204247485,0.788661271619161,4.0,2.0,1.0,1.0,1
7171,1.6779954961543668,0.709616774210728,0.8143227890516207,0.2683049461214632,-0.6387109485296655,-1.3024429944581604,4.0,2.0,1.0,1.0,1
6458,-0.9271441136243118,-0.7075919273841863,-0.2613633468466693,-1.0390873198210333,-0.26815704379887956,0.38265124623480523,0.0,2.0,1.0,1.0,1
6875,0.8096156262281407,-0.7075919273841863,0.772950245363225,0.9220010790927115,-0.5769519644078678,-1.4282145211185773,4.0,2.0,1.0,1.0,1
7061,-0.9271441136243118,0.709616774210728,0.9591266919610059,0.2683049461214632,-0.20639805967708189,0.4833905758414499,4.0,2.0,1.0,1.0,0
3320,-1.795523983550538,0.709616774210728,-0.3441084342234608,-1.0390873198210333,-0.5769519644078678,0.7202806357649537,0.0,2.0,1.0,0.0,1
5931,-1.795523983550538,1.418221125008185,-0.4475397934444503,0.9220010790927115,-0.6387109485296655,1.0188353762355553,1.0,2.0,1.0,1.0,0
5627,-0.05876424369808559,0.0010124234132708424,0.772950245363225,-1.0390873198210333,-0.7004699326514631,0.6573948724347453,4.0,0.0,2.0,0.0,0
10510,-0.9271441136243118,-0.7075919273841863,-0.32342216237926297,-1.0390873198210333,-0.7004699326514631,0.6384680892965272,2.0,2.0,0.0,1.0,1
4681,0.8096156262281407,0.709616774210728,-1.4818533856543445,-1.0390873198210333,-0.7004699326514631,0.3625033803134763,4.0,2.0,2.0,0.0,1
8557,-0.05876424369808559,1.418221125008185,1.0625580511819954,1.5756972120639596,-0.20639805967708189,-1.5063638192376714,4.0,2.0,1.0,1.0,0
5916,0.8096156262281407,0.709616774210728,1.1866756822471827,-0.385391186849785,-0.20639805967708189,0.813082927281378,3.0,2.0,0.0,0.0,0
8384,-0.9271441136243118,-1.4161962781816433,0.2557934492582778,-1.0390873198210333,-0.3299160279206772,1.2795365504297205,0.0,2.0,1.0,1.0,1
411,-0.9271441136243118,0.709616774210728,-0.21999080315827352,-1.0390873198210333,0.040637876810108706,-0.0581596384682097,1.0,0.0,2.0,1.0,1
613,-0.05876424369808559,1.418221125008185,0.7522639735190271,-1.0390873198210333,0.2876738132972993,-0.7444081625765043,4.0,2.0,2.0,0.0,1
847,-0.9271441136243118,0.709616774210728,1.1659894104029846,-0.385391186849785,3.005069114656396,-0.020916613583328938,4.0,2.0,2.0,0.0,1
3710,-1.795523983550538,0.0010124234132708424,0.5454012550770482,-0.385391186849785,-0.7004699326514631,1.0426464905062167,0.0,0.0,2.0,1.0,0
10405,0.8096156262281407,-0.7075919273841863,0.7108914298306312,0.9220010790927115,-0.26815704379887956,-1.3170959878554904,4.0,1.0,1.0,0.0,0
1430,1.6779954961543668,-0.7075919273841863,1.124616866714589,-0.385391186849785,-0.6387109485296655,-1.0496788583542156,0.0,2.0,1.0,1.0,1
4083,-0.9271441136243118,0.709616774210728,-0.7992064147958143,4.190481743948953,-0.26815704379887956,0.7691239470893876,1.0,1.0,0.0,1.0,0
10406,0.8096156262281407,1.418221125008185,0.586773798765444,1.5756972120639596,-0.7622289167732608,-1.0008355470297818,0.0,1.0,1.0,0.0,0
4826,-1.795523983550538,1.418221125008185,-0.11655944393728411,1.5756972120639596,-0.7004699326514631,1.2502305636350604,0.0,2.0,1.0,1.0,0
4793,-1.795523983550538,-0.7075919273841863,-0.9026377740168037,-1.0390873198210333,-0.6387109485296655,1.3863812939519196,4.0,0.0,2.0,0.0,1
4053,-0.9271441136243118,1.418221125008185,1.2901070414681721,4.190481743948953,-0.5151929802860702,0.6012250644116464,1.0,2.0,2.0,0.0,0
3463,-0.05876424369808559,0.709616774210728,-0.5095986089770439,-1.0390873198210333,-0.26815704379887956,0.7715661126556093,4.0,2.0,2.0,0.0,1
4216,-0.9271441136243118,1.418221125008185,-0.3441084342234608,0.2683049461214632,-0.7622289167732608,1.1665863929919675,2.0,2.0,1.0,1.0,0
1417,-0.9271441136243118,0.0010124234132708424,-0.9233240458610016,-1.0390873198210333,1.955166384585836,-1.1186700355999784,4.0,2.0,1.0,0.0,1
6914,0.8096156262281407,-0.7075919273841863,0.3178522647908715,0.9220010790927115,-0.5151929802860702,-1.199261499285294,0.0,2.0,2.0,1.0,0
4336,-0.05876424369808559,0.0010124234132708424,-0.6957750555748249,-0.385391186849785,-0.5769519644078678,0.5664242050929873,2.0,2.0,2.0,0.0,0
604,-0.05876424369808559,0.0010124234132708424,-0.48891233713284604,-1.0390873198210333,2.7580331781692053,0.02548453217488316,2.0,2.0,1.0,0.0,1
1272,-0.9271441136243118,1.418221125008185,0.9591266919610059,-0.385391186849785,2.3874792734384194,-0.8872748482004732,3.0,2.0,1.0,0.0,1
6447,-0.9271441136243118,0.0010124234132708424,-0.84057895848421,0.2683049461214632,-0.6387109485296655,0.2599324265321653,1.0,0.0,1.0,1.0,0
7737,0.8096156262281407,-0.7075919273841863,0.4419698958560588,1.5756972120639596,-0.6387109485296655,-1.2719159248803893,1.0,2.0,2.0,0.0,0
6214,1.6779954961543668,1.418221125008185,1.7452050220405255,0.2683049461214632,-0.7622289167732608,-1.504532195063005,2.0,2.0,2.0,1.0,0
3991,-0.9271441136243118,0.709616774210728,0.007558187127903205,-0.385391186849785,-0.4534339961642725,1.3839391283856979,4.0,2.0,1.0,0.0,0
8257,1.6779954961543668,0.709616774210728,0.8970678764284122,0.2683049461214632,-0.7004699326514631,-1.4953740741896737,4.0,2.0,1.0,1.0,0
4807,1.6779954961543668,0.0010124234132708424,0.8970678764284122,0.2683049461214632,-0.4534339961642725,-1.3970769101492508,4.0,0.0,1.0,1.0,0
247,-1.795523983550538,0.709616774210728,-1.047441676926189,-0.385391186849785,2.263961305194824,-1.5832920345736545,4.0,1.0,1.0,0.0,1
5271,2.5463753660805932,0.709616774210728,0.6695188861422355,0.2683049461214632,-0.4534339961642725,-1.3805922925772545,1.0,2.0,2.0,0.0,1
2900,-0.9271441136243118,0.0010124234132708424,1.31079331331237,-0.385391186849785,-0.4534339961642725,-0.3890730726912486,0.0,2.0,1.0,1.0,1
1982,-0.05876424369808559,1.418221125008185,-1.585284744875334,0.2683049461214632,1.399335527489657,-1.4849948705332316,0.0,2.0,1.0,1.0,1
4139,-0.05876424369808559,0.0010124234132708424,-0.19930453131407563,-1.0390873198210333,-0.5769519644078678,0.813082927281378,4.0,2.0,1.0,0.0,1
8818,-0.05876424369808559,1.418221125008185,0.48334243954445455,0.9220010790927115,-0.7004699326514631,-1.5484911752549955,2.0,2.0,1.0,0.0,1
199,-1.795523983550538,-0.7075919273841863,-1.1715593079913762,-0.385391186849785,1.5228534957332525,2.578158090268104,4.0,2.0,2.0,1.0,1
8692,-0.05876424369808559,0.0010124234132708424,0.37991108032346516,-1.0390873198210333,-0.4534339961642725,0.36799825283747506,2.0,2.0,1.0,1.0,1
485,0.8096156262281407,1.418221125008185,1.0832443230261932,2.8830894780064567,-0.26815704379887956,-0.8469791163578153,4.0,2.0,2.0,0.0,1
2879,-0.05876424369808559,-1.4161962781816433,-0.32342216237926297,-1.0390873198210333,0.34943279741909694,-0.4550115429792342,4.0,0.0,2.0,1.0,1
10341,-0.9271441136243118,1.418221125008185,-0.09587317209308621,-1.0390873198210333,-0.6387109485296655,0.9095484671471347,1.0,2.0,1.0,1.0,1
7393,-0.05876424369808559,1.418221125008185,-1.212931851679772,2.229393345035208,-0.26815704379887956,0.3667771700543642,4.0,0.0,1.0,1.0,0
8331,2.5463753660805932,1.418221125008185,1.5797148472869424,0.2683049461214632,-0.3299160279206772,-1.1449233154368614,1.0,1.0,1.0,0.0,0
2823,-1.795523983550538,0.709616774210728,-1.3163632109007615,-1.0390873198210333,3.190346067021789,-1.1510287293524157,1.0,2.0,2.0,0.0,1
455,-0.05876424369808559,-1.4161962781816433,-1.2749906672123656,-0.385391186849785,2.510997241682015,-1.492931908623452,4.0,2.0,2.0,1.0,1
10779,0.8096156262281407,-0.7075919273841863,1.2073619540913805,0.9220010790927115,-0.26815704379887956,-1.5008689467136727,1.0,2.0,2.0,0.0,0
9729,-0.05876424369808559,-1.4161962781816433,-1.1715593079913762,0.2683049461214632,-0.7622289167732608,1.1336171578479746,1.0,0.0,2.0,1.0,0
3245,-0.9271441136243118,0.709616774210728,-1.5439122011869382,-0.385391186849785,-0.7004699326514631,0.5499395875209909,4.0,2.0,2.0,1.0,1
8060,0.8096156262281407,1.418221125008185,-0.5095986089770439,0.2683049461214632,-0.6387109485296655,0.40524127772235585,0.0,1.0,1.0,1.0,0
1721,-0.9271441136243118,-0.7075919273841863,1.2280482259355785,-0.385391186849785,1.090540606880669,-0.7608927801485008,4.0,2.0,2.0,1.0,1
4489,-0.9271441136243118,-0.7075919273841863,-1.585284744875334,-0.385391186849785,-0.4534339961642725,0.7050171009760682,4.0,2.0,1.0,1.0,1
8019,2.5463753660805932,1.418221125008185,1.6210873909753383,0.2683049461214632,-0.6387109485296655,-1.2010931234599602,1.0,2.0,1.0,1.0,1
5914,-0.05876424369808559,1.418221125008185,-0.11655944393728411,0.2683049461214632,-0.5151929802860702,1.0017402172720034,2.0,2.0,2.0,0.0,0
9638,-0.05876424369808559,0.709616774210728,-1.4611671138101465,-1.0390873198210333,-0.4534339961642725,0.6592264966094116,0.0,2.0,1.0,1.0,0
2794,-1.795523983550538,-1.4161962781816433,-1.0681279487703867,-1.0390873198210333,1.8934074004640382,-1.4715629599190123,2.0,2.0,1.0,0.0,1
8534,-0.05876424369808559,0.0010124234132708424,-1.585284744875334,0.2683049461214632,-0.5151929802860702,0.5395603838645487,0.0,2.0,1.0,0.0,1
7019,-0.05876424369808559,0.709616774210728,-1.4818533856543445,-0.385391186849785,-0.7004699326514631,0.922980377761354,4.0,2.0,2.0,1.0,0
7076,-0.9271441136243118,-1.4161962781816433,-0.2406770750024714,-0.385391186849785,-0.3299160279206772,1.1806288449977422,0.0,2.0,2.0,0.0,1
524,0.8096156262281407,-0.7075919273841863,-1.1715593079913762,-0.385391186849785,1.6463714639768476,-1.456299425130127,0.0,1.0,1.0,1.0,1
862,0.8096156262281407,0.709616774210728,1.2073619540913805,-1.0390873198210333,1.5228534957332525,-0.5209500132672198,2.0,2.0,2.0,1.0,1
2094,-0.9271441136243118,1.418221125008185,1.269420769623974,4.190481743948953,2.819792162291003,-0.8799483515018082,3.0,2.0,2.0,1.0,1
947,-0.05876424369808559,-1.4161962781816433,1.103930594870391,-1.0390873198210333,-0.3299160279206772,-0.7248708380467309,4.0,1.0,1.0,1.0,1
5865,-0.05876424369808559,1.418221125008185,1.0004992356494016,-0.385391186849785,-0.5769519644078678,1.050583528596437,1.0,1.0,2.0,1.0,1
1444,0.8096156262281407,1.418221125008185,0.400597352167663,-0.385391186849785,1.8316484163422406,-0.00870578575222049,2.0,2.0,2.0,1.0,1
1280,-0.9271441136243118,0.709616774210728,-0.6544025118864291,-0.385391186849785,2.6962741940474078,-1.2462731864350616,0.0,2.0,0.0,1.0,1
10348,0.8096156262281407,0.709616774210728,-0.48891233713284604,0.2683049461214632,-0.7622289167732608,0.3197654829045967,2.0,2.0,2.0,0.0,0
122,-0.05876424369808559,-0.7075919273841863,-1.047441676926189,-0.385391186849785,3.1285870828999913,-1.1656817227497458,0.0,1.0,1.0,1.0,1
5129,-1.795523983550538,-1.4161962781816433,-2.123127812824479,-0.385391186849785,-0.5769519644078678,1.4046975356985822,4.0,2.0,1.0,1.0,1
6601,-0.05876424369808559,0.0010124234132708424,1.31079331331237,0.9220010790927115,-0.5151929802860702,-1.289011083843941,4.0,2.0,1.0,1.0,0
10424,0.8096156262281407,1.418221125008185,1.269420769623974,-1.0390873198210333,-0.7622289167732608,0.7691239470893876,0.0,0.0,1.0,1.0,1
10804,-0.05876424369808559,0.0010124234132708424,1.1866756822471827,0.9220010790927115,-0.39167501204247485,-1.0325836993906636,2.0,1.0,2.0,1.0,1
9315,0.8096156262281407,0.709616774210728,1.0211855074935996,0.2683049461214632,-0.5769519644078678,1.3967604976083616,1.0,0.0,1.0,1.0,1
8640,-0.05876424369808559,1.418221125008185,1.3314795851565677,0.9220010790927115,-0.3299160279206772,-1.544827926905663,3.0,0.0,2.0,0.0,1
2302,0.8096156262281407,-0.7075919273841863,0.48334243954445455,1.5756972120639596,2.7580331781692053,-0.7175443413480658,2.0,1.0,1.0,0.0,1
5702,-0.05876424369808559,0.709616774210728,-0.46822606528864813,-0.385391186849785,-0.4534339961642725,0.3362501004765931,0.0,2.0,1.0,1.0,1
9941,0.8096156262281407,0.0010124234132708424,1.0832443230261932,0.9220010790927115,-0.4534339961642725,-1.4843843291416763,4.0,2.0,2.0,0.0,0
8296,-0.9271441136243118,-0.7075919273841863,0.09030327450469475,0.2683049461214632,-0.7004699326514631,0.6409102548627489,2.0,2.0,0.0,1.0,1
2004,0.8096156262281407,0.709616774210728,1.5383423035985466,1.5756972120639596,3.0668280987781937,-0.2883337430846039,3.0,2.0,0.0,1.0,1
4698,-0.05876424369808559,0.0010124234132708424,0.04893073081629897,-0.385391186849785,-0.7004699326514631,1.2813681746043868,3.0,2.0,1.0,0.0,0
9592,-0.05876424369808559,0.0010124234132708424,0.7936365172074228,0.2683049461214632,-0.20639805967708189,1.2154297043164013,2.0,0.0,2.0,1.0,0
1005,0.8096156262281407,-1.4161962781816433,1.2487344977797763,-1.0390873198210333,2.0169253687076334,-0.5368240894476608,1.0,2.0,0.0,1.0,1
7055,-0.9271441136243118,0.0010124234132708424,1.0418717793377974,0.2683049461214632,-0.6387109485296655,1.2813681746043868,4.0,2.0,1.0,1.0,1
7678,-0.9271441136243118,-0.7075919273841863,-0.4475397934444503,-1.0390873198210333,-0.6387109485296655,0.6067199369356452,2.0,0.0,2.0,0.0,0
4091,-0.05876424369808559,-0.7075919273841863,1.3728521288449635,0.9220010790927115,-0.3299160279206772,-1.3970769101492508,4.0,1.0,2.0,0.0,0
3055,-0.05876424369808559,-0.7075919273841863,0.7522639735190271,0.9220010790927115,0.22591482917550165,0.004115583470443379,4.0,2.0,2.0,0.0,1
2885,-0.05876424369808559,-1.4161962781816433,0.8763816045842143,-0.385391186849785,1.399335527489657,-0.6302369223556404,4.0,0.0,1.0,1.0,1
7431,-0.9271441136243118,-0.7075919273841863,-0.9233240458610016,-1.0390873198210333,-0.4534339961642725,0.6970800628858477,1.0,2.0,2.0,1.0,0
2132,-0.05876424369808559,-1.4161962781816433,0.5040287113886525,-0.385391186849785,0.5347097497844899,0.04380077392154583,0.0,2.0,0.0,0.0,1
5638,-0.05876424369808559,-1.4161962781816433,-0.6957750555748249,-0.385391186849785,-0.5151929802860702,0.46324270992012095,2.0,2.0,2.0,0.0,0
8401,-0.9271441136243118,0.0010124234132708424,-1.2336181235239698,-0.385391186849785,-0.7622289167732608,1.0218880831933324,4.0,2.0,2.0,0.0,0
10556,-0.05876424369808559,-1.4161962781816433,0.3385385366350694,-0.385391186849785,-0.3299160279206772,0.7153963046325104,0.0,0.0,0.0,1.0,0
4564,1.6779954961543668,0.0010124234132708424,2.0554990997034936,0.2683049461214632,-0.7004699326514631,-1.1027959594195373,2.0,2.0,1.0,0.0,0
2057,-0.9271441136243118,0.709616774210728,0.8970678764284122,-1.0390873198210333,2.63451520992561,-0.21812148305573034,4.0,0.0,0.0,1.0,1
188,-1.795523983550538,1.418221125008185,-1.4818533856543445,-0.385391186849785,0.8435046703934781,-1.459352132087904,0.0,2.0,1.0,0.0,1
229,-0.9271441136243118,0.0010124234132708424,-1.0060691332377931,2.229393345035208,1.769889432220443,-1.43187776946791,4.0,2.0,2.0,0.0,1
10501,-1.795523983550538,-1.4161962781816433,-0.5509711526654397,-1.0390873198210333,-0.6387109485296655,0.4321050989507944,4.0,2.0,0.0,0.0,0
6984,-0.05876424369808559,0.709616774210728,0.09030327450469475,-1.0390873198210333,-0.39167501204247485,0.9327490400262407,3.0,0.0,1.0,0.0,1
10058,-0.05876424369808559,-1.4161962781816433,0.9384404201168081,0.2683049461214632,-0.6387109485296655,1.0383727007653287,0.0,2.0,2.0,0.0,0
7288,-0.05876424369808559,0.0010124234132708424,0.13167581819309052,-0.385391186849785,-0.39167501204247485,0.67143732444052,2.0,2.0,2.0,0.0,1
8854,-0.9271441136243118,-1.4161962781816433,-1.5025396574985423,4.190481743948953,-0.5769519644078678,0.5328444285574391,2.0,2.0,1.0,0.0,1
3007,-0.05876424369808559,0.0010124234132708424,-1.026755405081991,-0.385391186849785,2.3874792734384194,-1.4801105394007883,4.0,1.0,1.0,0.0,1
5550,-0.9271441136243118,1.418221125008185,-1.3577357545891573,-1.0390873198210333,-0.7004699326514631,0.37166150118680763,3.0,2.0,1.0,0.0,1
9223,-0.05876424369808559,1.418221125008185,-1.4404808419659487,-1.0390873198210333,-0.20639805967708189,1.39431833204214,4.0,2.0,1.0,0.0,1
