,num__Customer_care_calls,num__Customer_rating,num__Cost_of_the_Product,num__Prior_purchases,num__Discount_offered,num__Weight_in_gms,cat__Warehouse_block,cat__Mode_of_Shipment,cat__Product_importance,cat__Gender,Reached.on.Time_Y.N
9599,-0.05876424369808559,-1.4161962781816433,-1.2749906672123656,-0.385391186849785,-0.7004699326514631,0.5346760527321054,4.0,0.0,1.0,1.0,0
9534,-0.9271441136243118,-1.4161962781816433,-1.6473435604079276,1.5756972120639596,-0.3299160279206772,1.0554678597288807,3.0,2.0,2.0,1.0,0
9856,-0.05876424369808559,0.709616774210728,-0.5302848808212418,-1.0390873198210333,-0.7622289167732608,0.6751005727898525,2.0,1.0,2.0,0.0,0
4209,0.8096156262281407,0.709616774210728,0.8556953327400165,-0.385391186849785,-0.4534339961642725,0.9754869374351203,1.0,2.0,2.0,1.0,0
10936,0.8096156262281407,0.0010124234132708424,0.9591266919610059,0.9220010790927115,-0.3299160279206772,-1.002667171204448,2.0,1.0,2.0,1.0,1
7279,-0.05876424369808559,0.709616774210728,-0.033814356560492566,-1.0390873198210333,-0.6387109485296655,0.4785062447090065,4.0,2.0,2.0,0.0,0
4687,0.8096156262281407,1.418221125008185,0.5247149832328504,-0.385391186849785,-0.5769519644078678,1.2825892573874977,4.0,2.0,0.0,1.0,1
6876,2.5463753660805932,-0.7075919273841863,1.4142246725333594,0.2683049461214632,-0.5151929802860702,-1.4733945840936786,3.0,2.0,2.0,1.0,0
4919,-1.795523983550538,-1.4161962781816433,0.35922480847926724,-1.0390873198210333,-0.20639805967708189,0.7514182467342803,4.0,1.0,2.0,1.0,1
10957,-0.05876424369808559,0.0010124234132708424,0.37991108032346516,0.2683049461214632,-0.39167501204247485,0.7361547119453947,4.0,0.0,1.0,0.0,0
8151,-0.05876424369808559,0.0010124234132708424,-0.9853828613935952,-0.385391186849785,-0.20639805967708189,0.8417783726844827,1.0,2.0,1.0,0.0,1
10972,-0.05876424369808559,-1.4161962781816433,0.7936365172074228,0.9220010790927115,-0.20639805967708189,-1.1363757359550855,2.0,0.0,1.0,0.0,1
9344,-0.05876424369808559,-1.4161962781816433,0.8763816045842143,-0.385391186849785,-0.26815704379887956,1.147049068462194,0.0,2.0,2.0,0.0,1
2514,-0.05876424369808559,0.709616774210728,-1.4404808419659487,-1.0390873198210333,-0.39167501204247485,-1.30915894976527,3.0,2.0,1.0,1.0,1
2908,-0.9271441136243118,0.709616774210728,-1.1715593079913762,-1.0390873198210333,0.9670226386370735,-1.5918396140554305,2.0,2.0,1.0,1.0,1
5937,-0.9271441136243118,0.0010124234132708424,1.124616866714589,-0.385391186849785,-0.3299160279206772,0.8832951873102515,1.0,2.0,2.0,0.0,0
5014,1.6779954961543668,-0.7075919273841863,0.8970678764284122,0.2683049461214632,-0.5769519644078678,-1.3622760508305918,2.0,2.0,1.0,1.0,0
5733,-0.9271441136243118,-0.7075919273841863,-0.84057895848421,-1.0390873198210333,-0.7004699326514631,0.36067175613881003,1.0,1.0,1.0,1.0,1
8473,-0.9271441136243118,-0.7075919273841863,0.9591266919610059,-0.385391186849785,-0.7004699326514631,1.1372804061973072,4.0,1.0,2.0,1.0,1
10714,0.8096156262281407,0.709616774210728,0.8970678764284122,0.9220010790927115,-0.20639805967708189,-1.3879187892759195,2.0,2.0,1.0,1.0,0
2602,-0.05876424369808559,0.709616774210728,0.19373463372568417,-1.0390873198210333,1.214058575124264,-0.44341125653968116,2.0,0.0,2.0,0.0,1
9742,-0.9271441136243118,0.0010124234132708424,-1.1715593079913762,-1.0390873198210333,-0.7622289167732608,1.3802758800363653,2.0,0.0,1.0,1.0,1
2826,-1.795523983550538,0.0010124234132708424,-0.7992064147958143,-0.385391186849785,-0.14463907555528424,-1.282905669928387,3.0,2.0,2.0,0.0,1
1118,-0.9271441136243118,-0.7075919273841863,-0.8198926866400121,-0.385391186849785,-0.14463907555528424,-1.4294356039016882,0.0,2.0,2.0,1.0,1
3485,-0.05876424369808559,-1.4161962781816433,-0.5923436963538354,-1.0390873198210333,-0.20639805967708189,1.2300826977137314,4.0,2.0,2.0,0.0,0
2980,-0.9271441136243118,0.0010124234132708424,-0.21999080315827352,-0.385391186849785,-0.5769519644078678,0.10241274751086638,2.0,2.0,1.0,1.0,1
10502,-0.9271441136243118,-1.4161962781816433,0.772950245363225,-0.385391186849785,-0.39167501204247485,1.1995556281359603,0.0,2.0,2.0,1.0,0
8269,2.5463753660805932,0.709616774210728,1.5590285754427446,0.2683049461214632,-0.6387109485296655,-1.4416464317327966,4.0,2.0,1.0,1.0,1
8703,-0.05876424369808559,0.709616774210728,-1.2749906672123656,-1.0390873198210333,-0.7004699326514631,1.378444255861699,1.0,2.0,2.0,0.0,0
1722,0.8096156262281407,0.0010124234132708424,-0.5095986089770439,0.2683049461214632,-0.14463907555528424,0.03220048748199281,3.0,2.0,2.0,0.0,1
7233,-0.05876424369808559,-0.7075919273841863,0.3385385366350694,-0.385391186849785,-0.39167501204247485,0.25504809539972195,1.0,2.0,2.0,1.0,0
6747,-0.05876424369808559,-0.7075919273841863,1.1453031385587868,-0.385391186849785,-0.7004699326514631,0.9944137205733383,1.0,2.0,2.0,0.0,1
3948,-0.05876424369808559,-1.4161962781816433,0.9798129638052038,-0.385391186849785,-0.7004699326514631,0.344797679958369,3.0,1.0,2.0,1.0,0
5492,0.8096156262281407,1.418221125008185,-1.6266572885637296,-1.0390873198210333,-0.4534339961642725,0.4693481238356752,0.0,0.0,0.0,1.0,0
10730,-0.05876424369808559,-1.4161962781816433,0.8763816045842143,0.9220010790927115,-0.7622289167732608,-1.458131049304793,0.0,2.0,1.0,0.0,0
6438,0.8096156262281407,0.0010124234132708424,-1.1715593079913762,-1.0390873198210333,-0.6387109485296655,1.1091955021857578,3.0,0.0,1.0,1.0,1
2820,-1.795523983550538,-0.7075919273841863,-0.46822606528864813,0.2683049461214632,1.58461247985505,-0.732197334745396,3.0,2.0,2.0,1.0,1
6461,-1.795523983550538,-1.4161962781816433,1.5383423035985466,0.9220010790927115,-0.5769519644078678,1.3039582060919375,4.0,2.0,1.0,1.0,0
10006,-0.9271441136243118,0.709616774210728,0.11098954634889263,-0.385391186849785,-0.6387109485296655,0.9315279572431299,2.0,0.0,1.0,0.0,0
4184,-0.05876424369808559,0.0010124234132708424,-1.1922455798355742,-1.0390873198210333,-0.7622289167732608,0.4534740476552342,0.0,2.0,2.0,1.0,1
9402,1.6779954961543668,0.0010124234132708424,0.9591266919610059,0.2683049461214632,-0.7004699326514631,-1.1778925505808542,3.0,2.0,1.0,0.0,0
9624,1.6779954961543668,0.0010124234132708424,0.6902051579864334,0.9220010790927115,-0.7622289167732608,-1.0844797176728747,3.0,2.0,2.0,0.0,1
303,-0.05876424369808559,0.0010124234132708424,0.23510717741407994,-1.0390873198210333,2.5727562258038126,0.12805548595619412,1.0,2.0,2.0,1.0,1
33,-0.05876424369808559,-0.7075919273841863,0.48334243954445455,-0.385391186849785,-0.5769519644078678,-0.22117419001350747,1.0,2.0,2.0,1.0,1
3274,-0.9271441136243118,1.418221125008185,0.5454012550770482,-0.385391186849785,-0.5769519644078678,1.183071010563964,2.0,1.0,1.0,1.0,1
1941,-0.9271441136243118,-0.7075919273841863,-0.5716574245096375,0.2683049461214632,2.2022023210730266,-0.7383027486609501,1.0,2.0,1.0,1.0,1
9115,-0.9271441136243118,0.709616774210728,0.7522639735190271,-0.385391186849785,-0.26815704379887956,1.0743946428670987,4.0,2.0,2.0,1.0,0
9282,-1.795523983550538,0.0010124234132708424,-0.3854809779118566,-0.385391186849785,-0.5769519644078678,1.1604809790764132,3.0,2.0,1.0,1.0,0
3522,0.8096156262281407,0.0010124234132708424,-0.6130299681980333,0.2683049461214632,-0.7004699326514631,1.043257031897772,3.0,2.0,1.0,0.0,0
8298,-0.9271441136243118,0.709616774210728,-0.033814356560492566,-1.0390873198210333,-0.5151929802860702,0.45164242348056793,3.0,2.0,0.0,0.0,0
8377,-0.9271441136243118,0.0010124234132708424,0.02824445897210109,-1.0390873198210333,-0.7004699326514631,0.9168749638457997,4.0,2.0,1.0,1.0,0
251,-1.795523983550538,-0.7075919273841863,-1.3577357545891573,-0.385391186849785,-0.5151929802860702,1.5133739033954474,4.0,1.0,2.0,0.0,1
9070,-0.9271441136243118,-1.4161962781816433,-0.7785201429516164,-1.0390873198210333,-0.39167501204247485,0.6476262101698584,2.0,2.0,1.0,0.0,0
9972,-0.9271441136243118,-1.4161962781816433,-0.9026377740168037,-1.0390873198210333,-0.3299160279206772,0.33441847630192684,3.0,2.0,1.0,0.0,1
9732,-0.9271441136243118,1.418221125008185,0.8556953327400165,-0.385391186849785,-0.3299160279206772,0.5700874534423198,3.0,0.0,2.0,0.0,1
9843,0.8096156262281407,0.709616774210728,1.0211855074935996,-0.385391186849785,-0.3299160279206772,0.5566555428281006,1.0,1.0,1.0,1.0,0
457,-0.9271441136243118,0.709616774210728,-1.3577357545891573,2.8830894780064567,0.10239686093190635,-1.339686019343041,4.0,2.0,1.0,0.0,1
2954,0.8096156262281407,1.418221125008185,-1.3577357545891573,-1.0390873198210333,2.140443336951229,-1.092416755763095,0.0,2.0,2.0,1.0,1
1839,-0.9271441136243118,-0.7075919273841863,-0.46822606528864813,-0.385391186849785,-0.6387109485296655,0.1304976515224158,1.0,2.0,2.0,1.0,1
10828,-0.9271441136243118,0.0010124234132708424,-0.3854809779118566,-0.385391186849785,-0.5769519644078678,0.4369894300832378,2.0,0.0,0.0,0.0,1
8499,-0.05876424369808559,1.418221125008185,0.48334243954445455,-0.385391186849785,-0.20639805967708189,0.3545663422232558,1.0,0.0,2.0,0.0,1
9558,-0.9271441136243118,1.418221125008185,-1.1095004924587826,0.2683049461214632,-0.7004699326514631,0.6207623889414199,3.0,2.0,2.0,0.0,0
1277,-0.9271441136243118,-1.4161962781816433,1.3314795851565677,-1.0390873198210333,-0.7622289167732608,-0.6265736740063079,4.0,2.0,0.0,0.0,1
1145,0.8096156262281407,-1.4161962781816433,-0.5095986089770439,4.190481743948953,3.1285870828999913,-0.6680904886320765,4.0,2.0,1.0,1.0,1
7505,2.5463753660805932,0.0010124234132708424,1.9520677404825044,0.2683049461214632,-0.6387109485296655,-1.069216182883989,4.0,2.0,1.0,0.0,0
9286,-0.9271441136243118,0.709616774210728,-0.6337162400422313,-0.385391186849785,-0.7004699326514631,1.2429040669363953,2.0,2.0,1.0,1.0,1
9351,2.5463753660805932,-1.4161962781816433,1.1659894104029846,0.2683049461214632,-0.26815704379887956,-1.442256973124352,1.0,2.0,2.0,1.0,1
9782,-0.9271441136243118,0.709616774210728,0.04893073081629897,-0.385391186849785,-0.39167501204247485,1.1555966479439699,0.0,2.0,0.0,1.0,1
9955,-0.05876424369808559,0.0010124234132708424,1.103930594870391,0.9220010790927115,-0.7004699326514631,-1.271305383488834,4.0,2.0,1.0,0.0,0
10089,0.8096156262281407,0.0010124234132708424,-1.5232259293427404,0.2683049461214632,-0.26815704379887956,0.690364107578738,1.0,2.0,1.0,0.0,0
3204,-0.9271441136243118,-1.4161962781816433,-0.42685352160025236,-0.385391186849785,-0.7004699326514631,0.4205048125112414,3.0,2.0,2.0,0.0,0
5812,1.6779954961543668,-1.4161962781816433,-1.4404808419659487,0.9220010790927115,-0.26815704379887956,0.9095484671471347,2.0,2.0,1.0,0.0,0
5743,-0.05876424369808559,-1.4161962781816433,0.6488326142980376,-1.0390873198210333,-0.7004699326514631,1.3442539379345952,4.0,1.0,1.0,0.0,0
8323,0.8096156262281407,-1.4161962781816433,1.1659894104029846,0.9220010790927115,-0.6387109485296655,-1.4831632463585653,4.0,2.0,2.0,0.0,1
7807,-0.9271441136243118,1.418221125008185,-0.7371475992632206,-0.385391186849785,-0.4534339961642725,0.9321384986346853,4.0,0.0,0.0,0.0,0
1178,-0.05876424369808559,0.0010124234132708424,-1.9162650943825001,0.9220010790927115,0.10239686093190635,-1.2346728999955086,0.0,2.0,1.0,0.0,1
9725,-0.05876424369808559,-1.4161962781816433,-1.212931851679772,0.9220010790927115,-0.3299160279206772,1.2746522192972771,4.0,0.0,2.0,1.0,0
1793,-0.9271441136243118,-1.4161962781816433,-0.9853828613935952,-0.385391186849785,2.819792162291003,-1.5985555693625402,4.0,0.0,2.0,1.0,1
4453,-0.05876424369808559,0.709616774210728,-2.1645003565128746,-1.0390873198210333,-0.20639805967708189,0.94618095064046,4.0,2.0,1.0,0.0,1
4747,0.8096156262281407,1.418221125008185,0.4419698958560588,2.229393345035208,-0.4534339961642725,0.9254225433275757,4.0,2.0,2.0,1.0,0
673,-0.9271441136243118,-0.7075919273841863,0.7522639735190271,-1.0390873198210333,1.58461247985505,-0.26513317020549787,4.0,1.0,2.0,1.0,1
2724,-0.05876424369808559,-1.4161962781816433,0.3385385366350694,-0.385391186849785,-0.5151929802860702,-0.31947135405393046,3.0,1.0,1.0,1.0,1
5421,1.6779954961543668,-1.4161962781816433,-1.3163632109007615,-0.385391186849785,-0.5151929802860702,0.2373423950446147,1.0,2.0,2.0,0.0,0
8573,-0.05876424369808559,0.0010124234132708424,0.8556953327400165,-0.385391186849785,-0.20639805967708189,1.3302114859288205,4.0,2.0,2.0,0.0,1
6292,1.6779954961543668,-1.4161962781816433,0.7315777016748292,0.2683049461214632,-0.5769519644078678,-1.2938954149763844,2.0,1.0,2.0,1.0,1
6630,-0.9271441136243118,0.0010124234132708424,-1.3577357545891573,-0.385391186849785,-0.3299160279206772,0.5487185047378801,3.0,2.0,2.0,0.0,0
7073,-0.05876424369808559,0.0010124234132708424,-0.32342216237926297,0.2683049461214632,-0.7622289167732608,0.8429994554675936,4.0,2.0,2.0,0.0,0
2221,-0.9271441136243118,-1.4161962781816433,-0.9646965895493974,-1.0390873198210333,-0.7004699326514631,-1.416003693287469,4.0,2.0,1.0,1.0,1
5749,-0.05876424369808559,-1.4161962781816433,-0.6544025118864291,-0.385391186849785,-0.5151929802860702,0.3087757378565991,4.0,0.0,0.0,1.0,0
5844,-0.9271441136243118,0.709616774210728,-2.329990531266458,-0.385391186849785,-0.5151929802860702,0.4937697794978921,3.0,2.0,1.0,1.0,0
10180,0.8096156262281407,1.418221125008185,1.0832443230261932,0.9220010790927115,-0.7004699326514631,-1.3470125160417061,2.0,2.0,2.0,1.0,0
7770,-0.05876424369808559,-1.4161962781816433,-0.48891233713284604,-1.0390873198210333,-0.5151929802860702,1.2624413914661687,3.0,2.0,1.0,1.0,0
1623,-0.9271441136243118,0.709616774210728,-1.1095004924587826,-1.0390873198210333,-0.0828800914334866,-1.1778925505808542,1.0,1.0,2.0,1.0,1
10587,-0.9271441136243118,1.418221125008185,-0.9233240458610016,-0.385391186849785,-0.26815704379887956,1.008456172579113,1.0,2.0,2.0,0.0,1
883,-0.9271441136243118,-0.7075919273841863,0.8350090608958186,-1.0390873198210333,-0.5151929802860702,-0.11005565675042059,4.0,2.0,1.0,0.0,1
9272,-0.05876424369808559,-1.4161962781816433,-0.32342216237926297,-0.385391186849785,-0.7004699326514631,0.6464051273867476,0.0,2.0,2.0,1.0,0
1617,-0.9271441136243118,-0.7075919273841863,-0.13724571578148198,-0.385391186849785,2.140443336951229,-0.5075181026530006,1.0,1.0,2.0,1.0,1
2492,0.8096156262281407,-1.4161962781816433,0.23510717741407994,0.2683049461214632,3.0668280987781937,-0.07159154908242898,0.0,2.0,1.0,1.0,1
4696,-0.9271441136243118,1.418221125008185,-0.13724571578148198,-1.0390873198210333,-0.5151929802860702,0.5377287596898824,2.0,2.0,2.0,0.0,1
6925,1.6779954961543668,0.709616774210728,0.7522639735190271,0.2683049461214632,-0.6387109485296655,-1.0240361199088879,4.0,2.0,2.0,1.0,0
1501,-0.9271441136243118,-1.4161962781816433,1.2073619540913805,-1.0390873198210333,1.5228534957332525,-0.8720113134115877,4.0,1.0,2.0,1.0,1
9981,-0.05876424369808559,-0.7075919273841863,0.17304836188148628,0.2683049461214632,-0.3299160279206772,1.2435146083279507,1.0,1.0,1.0,1.0,0
9345,-0.05876424369808559,-1.4161962781816433,-1.1095004924587826,-1.0390873198210333,-0.39167501204247485,0.6512894585191911,1.0,2.0,2.0,0.0,1
2018,0.8096156262281407,0.709616774210728,-0.09587317209308621,0.2683049461214632,-0.6387109485296655,0.08043325741487117,0.0,2.0,1.0,0.0,1
10726,0.8096156262281407,-1.4161962781816433,0.17304836188148628,0.9220010790927115,-0.3299160279206772,-1.3457914332585954,2.0,2.0,1.0,1.0,1
1056,-0.9271441136243118,0.709616774210728,1.269420769623974,0.2683049461214632,0.5964687339062875,-0.9617608979702347,3.0,2.0,1.0,0.0,1
4609,-0.9271441136243118,-0.7075919273841863,-0.2820496186908672,-0.385391186849785,-0.6387109485296655,0.529791721599662,4.0,2.0,2.0,0.0,0
4779,-0.05876424369808559,1.418221125008185,-0.46822606528864813,-1.0390873198210333,-0.5769519644078678,0.4943803208894475,1.0,1.0,1.0,0.0,0
1142,1.6779954961543668,0.0010124234132708424,1.2073619540913805,-1.0390873198210333,1.8316484163422406,-0.8079044672982683,0.0,2.0,0.0,1.0,1
318,-0.9271441136243118,-1.4161962781816433,-0.21999080315827352,-1.0390873198210333,0.8435046703934781,-0.6546585780178573,3.0,2.0,2.0,1.0,1
3651,-0.05876424369808559,0.0010124234132708424,0.3178522647908715,-0.385391186849785,-0.7622289167732608,1.1049217124448698,1.0,2.0,2.0,1.0,1
8679,-0.05876424369808559,1.418221125008185,-0.30273589053506506,-1.0390873198210333,-0.6387109485296655,1.1488806926368602,1.0,2.0,2.0,0.0,0
6010,0.8096156262281407,-1.4161962781816433,0.3385385366350694,0.9220010790927115,-0.39167501204247485,-1.2230726135559555,2.0,1.0,1.0,1.0,1
9850,-0.9271441136243118,-0.7075919273841863,-1.8335200070057085,0.2683049461214632,-0.26815704379887956,1.0231091659764433,2.0,1.0,1.0,0.0,1
3421,-0.05876424369808559,1.418221125008185,-1.0681279487703867,-1.0390873198210333,-0.7622289167732608,1.2502305636350604,4.0,0.0,1.0,1.0,0
5087,0.8096156262281407,-0.7075919273841863,0.6695188861422355,-0.385391186849785,-0.7004699326514631,1.2886946713030518,4.0,2.0,0.0,1.0,1
2955,-0.9271441136243118,0.0010124234132708424,0.35922480847926724,-1.0390873198210333,0.8435046703934781,-0.09173941500375793,1.0,2.0,2.0,1.0,1
7581,0.8096156262281407,0.709616774210728,-0.2406770750024714,0.2683049461214632,-0.39167501204247485,1.2923579196523844,1.0,2.0,1.0,0.0,0
6947,-0.05876424369808559,-1.4161962781816433,-0.30273589053506506,0.2683049461214632,-0.6387109485296655,1.1433858201128615,4.0,2.0,1.0,0.0,0
1454,-0.9271441136243118,1.418221125008185,0.400597352167663,-1.0390873198210333,0.8435046703934781,0.13232927569708205,0.0,2.0,1.0,1.0,1
10573,-0.9271441136243118,-1.4161962781816433,-0.7578338711074185,-0.385391186849785,-0.26815704379887956,0.4620216271370101,4.0,2.0,1.0,0.0,1
3593,0.8096156262281407,-0.7075919273841863,1.4142246725333594,2.8830894780064567,-0.5151929802860702,0.7092908907169562,4.0,2.0,1.0,1.0,0
5527,-0.05876424369808559,-0.7075919273841863,0.8763816045842143,0.9220010790927115,-0.5151929802860702,-1.1058486663773144,4.0,2.0,1.0,1.0,0
4194,0.8096156262281407,1.418221125008185,0.5040287113886525,-0.385391186849785,-0.5769519644078678,1.038983242156884,3.0,2.0,1.0,0.0,0
4614,1.6779954961543668,0.709616774210728,-2.0403827254476874,0.2683049461214632,-0.26815704379887956,0.23306860530372675,3.0,2.0,2.0,0.0,1
1453,1.6779954961543668,0.0010124234132708424,0.2557934492582778,1.5756972120639596,0.9670226386370735,-0.39273632104058115,4.0,2.0,2.0,1.0,1
1889,-0.9271441136243118,0.709616774210728,-0.42685352160025236,4.190481743948953,1.5228534957332525,-0.9800771397168974,4.0,2.0,2.0,0.0,1
8759,-0.9271441136243118,-0.7075919273841863,-0.2406770750024714,-1.0390873198210333,-0.39167501204247485,1.1647547688173012,4.0,1.0,2.0,0.0,1
3777,-1.795523983550538,0.709616774210728,-1.3163632109007615,-1.0390873198210333,-0.6387109485296655,0.9235909191529094,1.0,2.0,2.0,1.0,1
8034,2.5463753660805932,-0.7075919273841863,1.6210873909753383,0.9220010790927115,-0.7622289167732608,-1.492931908623452,3.0,2.0,1.0,1.0,0
8113,-0.9271441136243118,-0.7075919273841863,-0.01312808471629468,-0.385391186849785,-0.3299160279206772,0.23673185365305927,4.0,2.0,2.0,1.0,0
5363,-0.05876424369808559,1.418221125008185,0.3178522647908715,0.9220010790927115,-0.5151929802860702,0.7385968775116164,4.0,2.0,1.0,0.0,0
218,-0.9271441136243118,0.709616774210728,-1.2956769390565634,-0.385391186849785,1.4610945116114546,-1.2822951285368314,0.0,2.0,1.0,1.0,1
6531,-0.9271441136243118,0.0010124234132708424,0.6074600706096419,2.229393345035208,-0.6387109485296655,0.4650743340947872,1.0,2.0,2.0,1.0,0
5171,-0.9271441136243118,0.0010124234132708424,-1.5232259293427404,-0.385391186849785,-0.7622289167732608,1.1397225717635289,4.0,2.0,2.0,1.0,1
3254,-0.9271441136243118,0.709616774210728,-2.288617987578062,-0.385391186849785,-0.5769519644078678,0.3466293041330353,0.0,2.0,2.0,1.0,0
1576,0.8096156262281407,-1.4161962781816433,1.0418717793377974,-0.385391186849785,0.7199867021498828,-0.07891804578109406,2.0,2.0,1.0,1.0,1
518,-0.05876424369808559,1.418221125008185,-1.5025396574985423,-0.385391186849785,0.5964687339062875,-1.1223332839493108,0.0,2.0,2.0,1.0,1
554,0.8096156262281407,0.709616774210728,0.8143227890516207,-0.385391186849785,-0.14463907555528424,-0.15279355415930015,0.0,0.0,1.0,0.0,1
2592,-0.05876424369808559,-1.4161962781816433,-0.42685352160025236,-0.385391186849785,1.1522995910024665,-0.5185078477009981,3.0,1.0,1.0,0.0,1
2836,-0.05876424369808559,-1.4161962781816433,-1.2336181235239698,-1.0390873198210333,2.0786843528294314,-1.1852190472795192,2.0,2.0,1.0,0.0,1
1208,-0.9271441136243118,-1.4161962781816433,-1.1715593079913762,-1.0390873198210333,1.8934074004640382,-0.9947301331142275,0.0,1.0,1.0,0.0,1
4684,-0.05876424369808559,0.0010124234132708424,1.0418717793377974,-0.385391186849785,-0.26815704379887956,1.4474354331074617,2.0,2.0,1.0,0.0,1
914,-0.9271441136243118,-1.4161962781816433,0.9177541482726101,-1.0390873198210333,1.769889432220443,-0.10028699448553384,0.0,2.0,2.0,1.0,1
2249,-0.9271441136243118,0.709616774210728,1.2280482259355785,-1.0390873198210333,1.58461247985505,0.04074806696376872,4.0,2.0,1.0,1.0,1
6836,-0.05876424369808559,0.0010124234132708424,0.7522639735190271,-0.385391186849785,-0.7622289167732608,0.9712131476942323,0.0,1.0,0.0,0.0,0
9700,0.8096156262281407,0.0010124234132708424,0.9384404201168081,1.5756972120639596,-0.6387109485296655,-1.332359522644376,2.0,1.0,2.0,1.0,0
5517,2.5463753660805932,0.709616774210728,1.6624599346637339,0.2683049461214632,-0.5769519644078678,-1.4501940112145726,1.0,2.0,0.0,1.0,1
5239,-0.9271441136243118,-1.4161962781816433,0.6695188861422355,-0.385391186849785,-0.7004699326514631,1.3454750207177062,4.0,2.0,2.0,0.0,1
3543,0.8096156262281407,1.418221125008185,1.124616866714589,-0.385391186849785,-0.6387109485296655,1.3515804346332605,1.0,1.0,0.0,0.0,1
3573,-0.9271441136243118,0.709616774210728,-1.399108298277553,0.2683049461214632,-0.5151929802860702,1.1733023482990772,1.0,0.0,2.0,1.0,1
3501,-0.05876424369808559,-0.7075919273841863,0.7522639735190271,-0.385391186849785,-0.3299160279206772,0.8265148378955972,1.0,2.0,2.0,1.0,0
2589,0.8096156262281407,0.0010124234132708424,-0.15793198762567986,-1.0390873198210333,1.4610945116114546,-0.05632801429354343,1.0,1.0,1.0,0.0,1
7601,-0.9271441136243118,0.0010124234132708424,1.0418717793377974,0.2683049461214632,-0.5769519644078678,0.4174521055534643,4.0,2.0,2.0,0.0,1
9990,0.8096156262281407,-0.7075919273841863,-0.2820496186908672,0.9220010790927115,-0.5769519644078678,0.34968201109081243,3.0,1.0,1.0,0.0,1
2692,-0.05876424369808559,-0.7075919273841863,-0.4061672497560545,-0.385391186849785,-0.0828800914334866,0.03220048748199281,2.0,2.0,2.0,0.0,1
